id,name,date,market
92,BTC,2013+AC0-11+AC0-01,133472
93,BTC,2013+AC0-11+AC0-02,126419
94,BTC,2013+AC0-11+AC0-03,126246
95,BTC,2013+AC0-11+AC0-04,133436
96,BTC,2013+AC0-11+AC0-05,137446
97,BTC,2013+AC0-11+AC0-06,154509
98,BTC,2013+AC0-11+AC0-07,158733
99,BTC,2013+AC0-11+AC0-08,166717
100,BTC,2013+AC0-11+AC0-09,177484
101,BTC,2013+AC0-11+AC0-10,182922
102,BTC,2013+AC0-11+AC0-11,169254
103,BTC,2013+AC0-11+AC0-12,173668
104,BTC,2013+AC0-11+AC0-13,165071
105,BTC,2013+AC0-11+AC0-14,159025
106,BTC,2013+AC0-11+AC0-15,179985
107,BTC,2013+AC0-11+AC0-16,176096
108,BTC,2013+AC0-11+AC0-17,202810
109,BTC,2013+AC0-11+AC0-18,262774
110,BTC,2013+AC0-11+AC0-19,301367
111,BTC,2013+AC0-11+AC0-20,255787
112,BTC,2013+AC0-11+AC0-21,303983
113,BTC,2013+AC0-11+AC0-22,349757
114,BTC,2013+AC0-11+AC0-23,429546
115,BTC,2013+AC0-11+AC0-24,441837
116,BTC,2013+AC0-11+AC0-25,680154
117,BTC,2013+AC0-11+AC0-26,833409
118,BTC,2013+AC0-11+AC0-27,1237420
119,BTC,2013+AC0-11+AC0-28,1353050
120,BTC,2013+AC0-11+AC0-29,1213080
121,BTC,2013+AC0-11+AC0-30,1551100
122,BTC,2013+AC0-12+AC0-01,4974620
123,BTC,2013+AC0-12+AC0-02,3002170
124,BTC,2013+AC0-12+AC0-03,2667450
125,BTC,2013+AC0-12+AC0-04,2635260
126,BTC,2013+AC0-12+AC0-05,3134360
127,BTC,2013+AC0-12+AC0-06,2392660
128,BTC,2013+AC0-12+AC0-07,2049530
129,BTC,2013+AC0-12+AC0-08,1571190
130,BTC,2013+AC0-12+AC0-09,1722000
131,BTC,2013+AC0-12+AC0-10,2405840
132,BTC,2013+AC0-12+AC0-11,2967570
133,BTC,2013+AC0-12+AC0-12,2793590
134,BTC,2013+AC0-12+AC0-13,4685300
135,BTC,2013+AC0-12+AC0-14,5600610
136,BTC,2013+AC0-12+AC0-15,8116560
137,BTC,2013+AC0-12+AC0-16,6462540
138,BTC,2013+AC0-12+AC0-17,3760530
139,BTC,2013+AC0-12+AC0-18,3199180
140,BTC,2013+AC0-12+AC0-19,2126720
141,BTC,2013+AC0-12+AC0-20,3123100
142,BTC,2013+AC0-12+AC0-21,3162460
143,BTC,2013+AC0-12+AC0-22,2655530
144,BTC,2013+AC0-12+AC0-23,2403460
145,BTC,2013+AC0-12+AC0-24,2787650
146,BTC,2013+AC0-12+AC0-25,2650060
147,BTC,2013+AC0-12+AC0-26,3048810
148,BTC,2013+AC0-12+AC0-27,3101750
149,BTC,2013+AC0-12+AC0-28,3131040
150,BTC,2013+AC0-12+AC0-29,2863980
151,BTC,2013+AC0-12+AC0-30,2831950
152,BTC,2013+AC0-12+AC0-31,2719980
153,BTC,2014+AC0-01+AC0-01,2778670
154,BTC,2014+AC0-01+AC0-02,3408500
155,BTC,2014+AC0-01+AC0-03,3210470
156,BTC,2014+AC0-01+AC0-04,3346010
157,BTC,2014+AC0-01+AC0-05,3341270
158,BTC,2014+AC0-01+AC0-06,3985520
159,BTC,2014+AC0-01+AC0-07,4121530
160,BTC,2014+AC0-01+AC0-08,3999150
161,BTC,2014+AC0-01+AC0-09,4351450
162,BTC,2014+AC0-01+AC0-10,4641370
163,BTC,2014+AC0-01+AC0-12,4538430
164,BTC,2014+AC0-01+AC0-13,4366460
165,BTC,2014+AC0-01+AC0-14,4181930
166,BTC,2014+AC0-01+AC0-15,4106430
167,BTC,2014+AC0-01+AC0-16,4251970
168,BTC,2014+AC0-01+AC0-17,4129970
169,BTC,2014+AC0-01+AC0-18,3949000
170,BTC,2014+AC0-01+AC0-19,4071590
171,BTC,2014+AC0-01+AC0-20,3940610
172,BTC,2014+AC0-01+AC0-21,3663070
173,BTC,2014+AC0-01+AC0-22,3662180
174,BTC,2014+AC0-01+AC0-23,3504450
175,BTC,2014+AC0-01+AC0-24,3271740
176,BTC,2014+AC0-01+AC0-25,3247820
177,BTC,2014+AC0-01+AC0-26,3438810
178,BTC,2014+AC0-01+AC0-27,3449070
179,BTC,2014+AC0-01+AC0-28,2826580
180,BTC,2014+AC0-01+AC0-29,3389350
181,BTC,2014+AC0-01+AC0-30,3263890
182,BTC,2014+AC0-01+AC0-31,3281080
183,BTC,2014+AC0-02+AC0-01,3303230
184,BTC,2014+AC0-02+AC0-02,3434060
185,BTC,2014+AC0-02+AC0-03,3405570
186,BTC,2014+AC0-02+AC0-04,3390610
187,BTC,2014+AC0-02+AC0-05,3342850
188,BTC,2014+AC0-02+AC0-06,3396020
189,BTC,2014+AC0-02+AC0-07,3265350
190,BTC,2014+AC0-02+AC0-08,2769020
191,BTC,2014+AC0-02+AC0-09,2628780
192,BTC,2014+AC0-02+AC0-10,2540200
193,BTC,2014+AC0-02+AC0-11,2522330
194,BTC,2014+AC0-02+AC0-12,2418470
195,BTC,2014+AC0-02+AC0-13,2285230
196,BTC,2014+AC0-02+AC0-14,2049000
197,BTC,2014+AC0-02+AC0-15,2297150
198,BTC,2014+AC0-02+AC0-16,2328200
199,BTC,2014+AC0-02+AC0-17,2221110
200,BTC,2014+AC0-02+AC0-18,2330830
201,BTC,2014+AC0-02+AC0-19,2239740
202,BTC,2014+AC0-02+AC0-20,2163270
203,BTC,2014+AC0-02+AC0-21,2033500
204,BTC,2014+AC0-02+AC0-22,2208680
205,BTC,2014+AC0-02+AC0-23,2052540
206,BTC,2014+AC0-02+AC0-24,2104510
207,BTC,2014+AC0-02+AC0-25,1907370
208,BTC,2014+AC0-02+AC0-26,1673190
209,BTC,2014+AC0-02+AC0-27,1747180
210,BTC,2014+AC0-02+AC0-28,1618580
211,BTC,2014+AC0-03+AC0-01,1315920
212,BTC,2014+AC0-03+AC0-02,1280930
213,BTC,2014+AC0-03+AC0-03,1087710
214,BTC,2014+AC0-03+AC0-04,1341970
215,BTC,2014+AC0-03+AC0-05,1356960
216,BTC,2014+AC0-03+AC0-06,1267830
217,BTC,2014+AC0-03+AC0-07,1200970
218,BTC,2014+AC0-03+AC0-08,1115770
219,BTC,2014+AC0-03+AC0-09,843068
220,BTC,2014+AC0-03+AC0-10,907866
221,BTC,2014+AC0-03+AC0-11,819529
222,BTC,2014+AC0-03+AC0-12,798157
223,BTC,2014+AC0-03+AC0-13,793854
224,BTC,2014+AC0-03+AC0-14,1018000
225,BTC,2014+AC0-03+AC0-15,805703
226,BTC,2014+AC0-03+AC0-16,797826
227,BTC,2014+AC0-03+AC0-17,607506
228,BTC,2014+AC0-03+AC0-18,581081
229,BTC,2014+AC0-03+AC0-19,662632
230,BTC,2014+AC0-03+AC0-20,640843
231,BTC,2014+AC0-03+AC0-21,608738
232,BTC,2014+AC0-03+AC0-22,596876
233,BTC,2014+AC0-03+AC0-23,556964
234,BTC,2014+AC0-03+AC0-24,592039
235,BTC,2014+AC0-03+AC0-25,674928
236,BTC,2014+AC0-03+AC0-26,583367
237,BTC,2014+AC0-03+AC0-27,574727
238,BTC,2014+AC0-03+AC0-28,394982
239,BTC,2014+AC0-03+AC0-29,433070
240,BTC,2014+AC0-03+AC0-30,435381
241,BTC,2014+AC0-03+AC0-31,429468
242,BTC,2014+AC0-04+AC0-01,356839
243,BTC,2014+AC0-04+AC0-02,405644
244,BTC,2014+AC0-04+AC0-03,326959
245,BTC,2014+AC0-04+AC0-04,331262
246,BTC,2014+AC0-04+AC0-05,345130
247,BTC,2014+AC0-04+AC0-06,347668
248,BTC,2014+AC0-04+AC0-07,355578
249,BTC,2014+AC0-04+AC0-08,353768
250,BTC,2014+AC0-04+AC0-09,400674
251,BTC,2014+AC0-04+AC0-10,461106
252,BTC,2014+AC0-04+AC0-11,351767
253,BTC,2014+AC0-04+AC0-12,417995
254,BTC,2014+AC0-04+AC0-13,413167
255,BTC,2014+AC0-04+AC0-14,376029
256,BTC,2014+AC0-04+AC0-15,445535
257,BTC,2014+AC0-04+AC0-16,627189
258,BTC,2014+AC0-04+AC0-17,771146
259,BTC,2014+AC0-04+AC0-18,586999
260,BTC,2014+AC0-04+AC0-19,610032
261,BTC,2014+AC0-04+AC0-20,642168
262,BTC,2014+AC0-04+AC0-21,585108
263,BTC,2014+AC0-04+AC0-22,588375
264,BTC,2014+AC0-04+AC0-23,586661
265,BTC,2014+AC0-04+AC0-24,544417
266,BTC,2014+AC0-04+AC0-25,541653
267,BTC,2014+AC0-04+AC0-26,361895
268,BTC,2014+AC0-04+AC0-27,362847
269,BTC,2014+AC0-04+AC0-28,341722
270,BTC,2014+AC0-04+AC0-29,364608
271,BTC,2014+AC0-04+AC0-30,402948
272,BTC,2014+AC0-05+AC0-01,448207
273,BTC,2014+AC0-05+AC0-02,454927
274,BTC,2014+AC0-05+AC0-03,445012
275,BTC,2014+AC0-05+AC0-04,427609
276,BTC,2014+AC0-05+AC0-05,410330
277,BTC,2014+AC0-05+AC0-06,419202
278,BTC,2014+AC0-05+AC0-07,403794
279,BTC,2014+AC0-05+AC0-08,432288
280,BTC,2014+AC0-05+AC0-09,410486
281,BTC,2014+AC0-05+AC0-10,436998
282,BTC,2014+AC0-05+AC0-11,445888
283,BTC,2014+AC0-05+AC0-12,362151
284,BTC,2014+AC0-05+AC0-13,383223
285,BTC,2014+AC0-05+AC0-14,376497
286,BTC,2014+AC0-05+AC0-15,376962
287,BTC,2014+AC0-05+AC0-16,380202
288,BTC,2014+AC0-05+AC0-17,386754
289,BTC,2014+AC0-05+AC0-18,374819
290,BTC,2014+AC0-05+AC0-19,385141
291,BTC,2014+AC0-05+AC0-20,379366
292,BTC,2014+AC0-05+AC0-21,397786
293,BTC,2014+AC0-05+AC0-22,382940
294,BTC,2014+AC0-05+AC0-23,388441
295,BTC,2014+AC0-05+AC0-24,373829
296,BTC,2014+AC0-05+AC0-25,374058
297,BTC,2014+AC0-05+AC0-26,385856
298,BTC,2014+AC0-05+AC0-27,400709
299,BTC,2014+AC0-05+AC0-28,380046
300,BTC,2014+AC0-05+AC0-29,378106
301,BTC,2014+AC0-05+AC0-30,400678
302,BTC,2014+AC0-05+AC0-31,360269
303,BTC,2014+AC0-06+AC0-01,345131
304,BTC,2014+AC0-06+AC0-02,337891
305,BTC,2014+AC0-06+AC0-03,337527
306,BTC,2014+AC0-06+AC0-04,343014
307,BTC,2014+AC0-06+AC0-05,311422
308,BTC,2014+AC0-06+AC0-06,307182
309,BTC,2014+AC0-06+AC0-07,302036
310,BTC,2014+AC0-06+AC0-08,281377
311,BTC,2014+AC0-06+AC0-09,318821
312,BTC,2014+AC0-06+AC0-10,310111
313,BTC,2014+AC0-06+AC0-11,298672
314,BTC,2014+AC0-06+AC0-12,272845
315,BTC,2014+AC0-06+AC0-13,250116
316,BTC,2014+AC0-06+AC0-14,271235
317,BTC,2014+AC0-06+AC0-15,256354
318,BTC,2014+AC0-06+AC0-16,252938
319,BTC,2014+AC0-06+AC0-17,243191
320,BTC,2014+AC0-06+AC0-18,238451
321,BTC,2014+AC0-06+AC0-19,226004
322,BTC,2014+AC0-06+AC0-20,239239
323,BTC,2014+AC0-06+AC0-21,238206
324,BTC,2014+AC0-06+AC0-22,247985
325,BTC,2014+AC0-06+AC0-23,223567
326,BTC,2014+AC0-06+AC0-24,249780
327,BTC,2014+AC0-06+AC0-25,215794
328,BTC,2014+AC0-06+AC0-26,202211
329,BTC,2014+AC0-06+AC0-27,203858
330,BTC,2014+AC0-06+AC0-28,215879
331,BTC,2014+AC0-06+AC0-29,212535
332,BTC,2014+AC0-06+AC0-30,237373
333,BTC,2014+AC0-07+AC0-01,232789
334,BTC,2014+AC0-07+AC0-02,231496
335,BTC,2014+AC0-07+AC0-03,231449
336,BTC,2014+AC0-07+AC0-04,237323
337,BTC,2014+AC0-07+AC0-05,231392
338,BTC,2014+AC0-07+AC0-06,243609
339,BTC,2014+AC0-07+AC0-07,210369
340,BTC,2014+AC0-07+AC0-08,237424
341,BTC,2014+AC0-07+AC0-09,248816
342,BTC,2014+AC0-07+AC0-10,213143
343,BTC,2014+AC0-07+AC0-11,209066
344,BTC,2014+AC0-07+AC0-12,218735
345,BTC,2014+AC0-07+AC0-13,195326
346,BTC,2014+AC0-07+AC0-14,207097
347,BTC,2014+AC0-07+AC0-15,194241
348,BTC,2014+AC0-07+AC0-16,191581
349,BTC,2014+AC0-07+AC0-17,174834
350,BTC,2014+AC0-07+AC0-18,171236
351,BTC,2014+AC0-07+AC0-19,228703
352,BTC,2014+AC0-07+AC0-20,234287
353,BTC,2014+AC0-07+AC0-21,218547
354,BTC,2014+AC0-07+AC0-22,254755
355,BTC,2014+AC0-07+AC0-23,227770
356,BTC,2014+AC0-07+AC0-24,218584
357,BTC,2014+AC0-07+AC0-25,216615
358,BTC,2014+AC0-07+AC0-26,216039
359,BTC,2014+AC0-07+AC0-27,205340
360,BTC,2014+AC0-07+AC0-28,207120
361,BTC,2014+AC0-07+AC0-29,208957
362,BTC,2014+AC0-07+AC0-30,267283
363,BTC,2014+AC0-07+AC0-31,203360
364,BTC,2014+AC0-08+AC0-01,220167
365,BTC,2014+AC0-08+AC0-02,218122
366,BTC,2014+AC0-08+AC0-03,215503
367,BTC,2014+AC0-08+AC0-04,213367
368,BTC,2014+AC0-08+AC0-05,224854
369,BTC,2014+AC0-08+AC0-06,214895
370,BTC,2014+AC0-08+AC0-07,204595
371,BTC,2014+AC0-08+AC0-08,194421
372,BTC,2014+AC0-08+AC0-09,188136
373,BTC,2014+AC0-08+AC0-10,186523
374,BTC,2014+AC0-08+AC0-11,195067
375,BTC,2014+AC0-08+AC0-12,180027
376,BTC,2014+AC0-08+AC0-13,162081
377,BTC,2014+AC0-08+AC0-14,155732
378,BTC,2014+AC0-08+AC0-15,145295
379,BTC,2014+AC0-08+AC0-16,147891
380,BTC,2014+AC0-08+AC0-17,142966
381,BTC,2014+AC0-08+AC0-18,137619
382,BTC,2014+AC0-08+AC0-19,122485
383,BTC,2014+AC0-08+AC0-20,124346
384,BTC,2014+AC0-08+AC0-21,118065
385,BTC,2014+AC0-08+AC0-22,115416
386,BTC,2014+AC0-08+AC0-23,103968
387,BTC,2014+AC0-08+AC0-24,107291
388,BTC,2014+AC0-08+AC0-25,121723
389,BTC,2014+AC0-08+AC0-26,110674
390,BTC,2014+AC0-08+AC0-27,117633
391,BTC,2014+AC0-08+AC0-28,124507
392,BTC,2014+AC0-08+AC0-29,123331
393,BTC,2014+AC0-08+AC0-30,120401
394,BTC,2014+AC0-08+AC0-31,116809
395,BTC,2014+AC0-09+AC0-01,114090
396,BTC,2014+AC0-09+AC0-02,122760
397,BTC,2014+AC0-09+AC0-03,174151
398,BTC,2014+AC0-09+AC0-04,128970
399,BTC,2014+AC0-09+AC0-05,123473
400,BTC,2014+AC0-09+AC0-06,124206
401,BTC,2014+AC0-09+AC0-07,129860
402,BTC,2014+AC0-09+AC0-08,129043
403,BTC,2014+AC0-09+AC0-09,119830
404,BTC,2014+AC0-09+AC0-10,119593
405,BTC,2014+AC0-09+AC0-11,134536
406,BTC,2014+AC0-09+AC0-12,161629
407,BTC,2014+AC0-09+AC0-13,174878
408,BTC,2014+AC0-09+AC0-14,210720
409,BTC,2014+AC0-09+AC0-15,218216
410,BTC,2014+AC0-09+AC0-16,235453
411,BTC,2014+AC0-09+AC0-17,225599
412,BTC,2014+AC0-09+AC0-18,210908
413,BTC,2014+AC0-09+AC0-19,220896
414,BTC,2014+AC0-09+AC0-20,204871
415,BTC,2014+AC0-09+AC0-21,219701
416,BTC,2014+AC0-09+AC0-22,206121
417,BTC,2014+AC0-09+AC0-23,215902
418,BTC,2014+AC0-09+AC0-24,238903
419,BTC,2014+AC0-09+AC0-25,214008
420,BTC,2014+AC0-09+AC0-26,215231
421,BTC,2014+AC0-09+AC0-27,231041
422,BTC,2014+AC0-09+AC0-28,221978
423,BTC,2014+AC0-09+AC0-29,198956
424,BTC,2014+AC0-09+AC0-30,198906
425,BTC,2014+AC0-10+AC0-01,205599
426,BTC,2014+AC0-10+AC0-02,195145
427,BTC,2014+AC0-10+AC0-03,217578
428,BTC,2014+AC0-10+AC0-04,213421
429,BTC,2014+AC0-10+AC0-05,189695
430,BTC,2014+AC0-10+AC0-06,168765
431,BTC,2014+AC0-10+AC0-07,200162
432,BTC,2014+AC0-10+AC0-08,186214
433,BTC,2014+AC0-10+AC0-09,190614
434,BTC,2014+AC0-10+AC0-10,202553
435,BTC,2014+AC0-10+AC0-11,190903
436,BTC,2014+AC0-10+AC0-12,192802
437,BTC,2014+AC0-10+AC0-13,194849
438,BTC,2014+AC0-10+AC0-14,204394
439,BTC,2014+AC0-10+AC0-15,208412
440,BTC,2014+AC0-10+AC0-16,195327
441,BTC,2014+AC0-10+AC0-17,194315
442,BTC,2014+AC0-10+AC0-18,188454
443,BTC,2014+AC0-10+AC0-19,186651
444,BTC,2014+AC0-10+AC0-20,193625
445,BTC,2014+AC0-10+AC0-21,194260
446,BTC,2014+AC0-10+AC0-22,181907
447,BTC,2014+AC0-10+AC0-23,185384
448,BTC,2014+AC0-10+AC0-24,174319
449,BTC,2014+AC0-10+AC0-25,160195
450,BTC,2014+AC0-10+AC0-26,172607
451,BTC,2014+AC0-10+AC0-27,160048
452,BTC,2014+AC0-10+AC0-28,165741
453,BTC,2014+AC0-10+AC0-29,167443
454,BTC,2014+AC0-10+AC0-30,160541
455,BTC,2014+AC0-10+AC0-31,161660
456,BTC,2014+AC0-11+AC0-01,174954
457,BTC,2014+AC0-11+AC0-02,178542
458,BTC,2014+AC0-11+AC0-03,173169
459,BTC,2014+AC0-11+AC0-04,185010
460,BTC,2014+AC0-11+AC0-05,177770
461,BTC,2014+AC0-11+AC0-06,177615
462,BTC,2014+AC0-11+AC0-07,178918
463,BTC,2014+AC0-11+AC0-08,176743
464,BTC,2014+AC0-11+AC0-09,183546
465,BTC,2014+AC0-11+AC0-10,181752
466,BTC,2014+AC0-11+AC0-11,186513
467,BTC,2014+AC0-11+AC0-12,184823
468,BTC,2014+AC0-11+AC0-13,224280
469,BTC,2014+AC0-11+AC0-14,205294
470,BTC,2014+AC0-11+AC0-15,214437
471,BTC,2014+AC0-11+AC0-16,195935
472,BTC,2014+AC0-11+AC0-17,195227
473,BTC,2014+AC0-11+AC0-18,193292
474,BTC,2014+AC0-11+AC0-19,186896
475,BTC,2014+AC0-11+AC0-20,188450
476,BTC,2014+AC0-11+AC0-21,184241
477,BTC,2014+AC0-11+AC0-22,197426
478,BTC,2014+AC0-11+AC0-23,195923
479,BTC,2014+AC0-11+AC0-24,198582
480,BTC,2014+AC0-11+AC0-25,217804
481,BTC,2014+AC0-11+AC0-26,216079
482,BTC,2014+AC0-11+AC0-27,203537
483,BTC,2014+AC0-11+AC0-28,188669
484,BTC,2014+AC0-11+AC0-29,190395
485,BTC,2014+AC0-11+AC0-30,191335
486,BTC,2014+AC0-12+AC0-01,184687
487,BTC,2014+AC0-12+AC0-02,185585
488,BTC,2014+AC0-12+AC0-03,176812
489,BTC,2014+AC0-12+AC0-04,210481
490,BTC,2014+AC0-12+AC0-05,189521
491,BTC,2014+AC0-12+AC0-06,200231
492,BTC,2014+AC0-12+AC0-07,182958
493,BTC,2014+AC0-12+AC0-08,212933
494,BTC,2014+AC0-12+AC0-09,213049
495,BTC,2014+AC0-12+AC0-10,197826
496,BTC,2014+AC0-12+AC0-11,187214
497,BTC,2014+AC0-12+AC0-12,198674
498,BTC,2014+AC0-12+AC0-13,201600
499,BTC,2014+AC0-12+AC0-14,192833
500,BTC,2014+AC0-12+AC0-15,193367
501,BTC,2014+AC0-12+AC0-16,187205
502,BTC,2014+AC0-12+AC0-17,169910
503,BTC,2014+AC0-12+AC0-18,163575
504,BTC,2014+AC0-12+AC0-19,155337
505,BTC,2014+AC0-12+AC0-20,186973
506,BTC,2014+AC0-12+AC0-21,177259
507,BTC,2014+AC0-12+AC0-22,172566
508,BTC,2014+AC0-12+AC0-23,182675
509,BTC,2014+AC0-12+AC0-24,175033
510,BTC,2014+AC0-12+AC0-25,182363
511,BTC,2014+AC0-12+AC0-26,178180
512,BTC,2014+AC0-12+AC0-27,178784
513,BTC,2014+AC0-12+AC0-28,175873
514,BTC,2014+AC0-12+AC0-29,168532
515,BTC,2014+AC0-12+AC0-30,172351
516,BTC,2014+AC0-12+AC0-31,177756
517,BTC,2015+AC0-01+AC0-01,180021
518,BTC,2015+AC0-01+AC0-02,182518
519,BTC,2015+AC0-01+AC0-03,179632
520,BTC,2015+AC0-01+AC0-04,160831
521,BTC,2015+AC0-01+AC0-05,156311
522,BTC,2015+AC0-01+AC0-06,179052
523,BTC,2015+AC0-01+AC0-07,183577
524,BTC,2015+AC0-01+AC0-08,193485
525,BTC,2015+AC0-01+AC0-09,187938
526,BTC,2015+AC0-01+AC0-10,187180
527,BTC,2015+AC0-01+AC0-11,159247
528,BTC,2015+AC0-01+AC0-12,157858
529,BTC,2015+AC0-01+AC0-13,148221
530,BTC,2015+AC0-01+AC0-14,130548
531,BTC,2015+AC0-01+AC0-15,145978
532,BTC,2015+AC0-01+AC0-16,136471
533,BTC,2015+AC0-01+AC0-17,130299
534,BTC,2015+AC0-01+AC0-18,123226
535,BTC,2015+AC0-01+AC0-19,104193
536,BTC,2015+AC0-01+AC0-20,111022
537,BTC,2015+AC0-01+AC0-21,108685
538,BTC,2015+AC0-01+AC0-22,132542
539,BTC,2015+AC0-01+AC0-23,105369
540,BTC,2015+AC0-01+AC0-24,115967
541,BTC,2015+AC0-01+AC0-25,145135
542,BTC,2015+AC0-01+AC0-26,145924
543,BTC,2015+AC0-01+AC0-27,145828
544,BTC,2015+AC0-01+AC0-28,108328
545,BTC,2015+AC0-01+AC0-29,87487
546,BTC,2015+AC0-01+AC0-30,144254
547,BTC,2015+AC0-01+AC0-31,127172
548,BTC,2015+AC0-02+AC0-01,132427
549,BTC,2015+AC0-02+AC0-02,112304
550,BTC,2015+AC0-02+AC0-03,106751
551,BTC,2015+AC0-02+AC0-04,121508
552,BTC,2015+AC0-02+AC0-05,131154
553,BTC,2015+AC0-02+AC0-06,127600
554,BTC,2015+AC0-02+AC0-07,125456
555,BTC,2015+AC0-02+AC0-08,95097
556,BTC,2015+AC0-02+AC0-09,128682
557,BTC,2015+AC0-02+AC0-10,126001
558,BTC,2015+AC0-02+AC0-11,124671
559,BTC,2015+AC0-02+AC0-12,116360
560,BTC,2015+AC0-02+AC0-13,120789
561,BTC,2015+AC0-02+AC0-14,133780
562,BTC,2015+AC0-02+AC0-15,142734
563,BTC,2015+AC0-02+AC0-16,127291
564,BTC,2015+AC0-02+AC0-17,120494
565,BTC,2015+AC0-02+AC0-18,129843
566,BTC,2015+AC0-02+AC0-19,128788
567,BTC,2015+AC0-02+AC0-20,133957
568,BTC,2015+AC0-02+AC0-21,99195
569,BTC,2015+AC0-02+AC0-22,134967
570,BTC,2015+AC0-02+AC0-23,128133
571,BTC,2015+AC0-02+AC0-24,125975
572,BTC,2015+AC0-02+AC0-25,140144
573,BTC,2015+AC0-02+AC0-26,139895
574,BTC,2015+AC0-02+AC0-27,126881
575,BTC,2015+AC0-02+AC0-28,137926
576,BTC,2015+AC0-03+AC0-01,134146
577,BTC,2015+AC0-03+AC0-02,135585
